IID,path,instance
1002450,1002450_21016_0_0.png,right
1002559,1002559_21015_1_0.png,left
1002559,1002559_21016_1_0.png,right
1002619,1002619_21015_0_0.png,left
1002619,1002619_21016_0_0.png,right
1002881,1002881_21015_0_0.png,left
1002881,1002881_21016_0_0.png,right
1002951,1002951_21015_0_0.png,left
1002951,1002951_21016_0_0.png,right
1003005,1003005_21015_0_0.png,left
1003005,1003005_21016_0_1.png,right
1003018,1003018_21015_0_0.png,left
1003018,1003018_21016_0_0.png,right
1003193,1003193_21015_0_0.png,left
1003193,1003193_21016_0_0.png,right
1003369,1003369_21015_1_0.png,left
1003369,1003369_21016_1_0.png,right
1003563,1003563_21015_0_0.png,left
1003563,1003563_21016_0_0.png,right
1003633,1003633_21015_1_0.png,left
1003633,1003633_21016_1_0.png,right
1003657,1003657_21015_0_0.png,left
1003657,1003657_21016_0_0.png,right
1003695,1003695_21015_1_0.png,left
1003695,1003695_21016_1_0.png,right
1003765,1003765_21015_0_0.png,left
1003765,1003765_21016_0_0.png,right
1003853,1003853_21015_0_0.png,left
1003853,1003853_21016_0_0.png,right
1003871,1003871_21015_0_0.png,left
1003871,1003871_21016_0_0.png,right
1003974,1003974_21015_1_0.png,left
1003974,1003974_21016_1_0.png,right
1004115,1004115_21015_0_0.png,left
1004115,1004115_21016_0_0.png,right
1004139,1004139_21015_0_0.png,left
1004139,1004139_21016_0_0.png,right
1004153,1004153_21015_0_0.png,left
1004153,1004153_21016_0_0.png,right
1004211,1004211_21015_0_0.png,left
1004211,1004211_21016_0_0.png,right
1004683,1004683_21015_0_0.png,left
1004683,1004683_21016_0_0.png,right
1004781,1004781_21015_1_0.png,left
1004781,1004781_21016_1_0.png,right
1004835,1004835_21015_0_0.png,left
1004835,1004835_21016_0_0.png,right
1004893,1004893_21015_0_0.png,left
1004893,1004893_21016_0_0.png,right
1004914,1004914_21015_0_0.png,left
1004914,1004914_21016_0_0.png,right
1005209,1005209_21015_0_0.png,left
1005209,1005209_21016_0_0.png,right
1005421,1005421_21015_1_0.png,left
1005421,1005421_21016_1_0.png,right
1005449,1005449_21015_0_0.png,left
1005449,1005449_21016_0_0.png,right
1005675,1005675_21015_0_0.png,left
1005675,1005675_21016_0_0.png,right
1005756,1005756_21015_0_0.png,left
1005756,1005756_21016_0_0.png,right
1006105,1006105_21015_1_0.png,left
1006105,1006105_21016_1_0.png,right
1006147,1006147_21015_0_0.png,left
1006147,1006147_21016_0_0.png,right
1006337,1006337_21015_1_0.png,left
1006337,1006337_21016_1_0.png,right
1006343,1006343_21015_0_0.png,left
1006343,1006343_21016_0_0.png,right
1006508,1006508_21015_0_0.png,left
1006508,1006508_21016_0_0.png,right
1006722,1006722_21015_0_0.png,left
1006722,1006722_21016_0_0.png,right
1006890,1006890_21015_0_0.png,left
1006890,1006890_21016_0_0.png,right
1007037,1007037_21015_0_0.png,left
1007037,1007037_21016_0_0.png,right
1007094,1007094_21015_1_0.png,left
1007094,1007094_21016_1_0.png,right
1007174,1007174_21015_0_0.png,left
1007174,1007174_21016_0_0.png,right
1007432,1007432_21015_0_0.png,left
1007432,1007432_21016_0_0.png,right
1007491,1007491_21015_0_0.png,left
1007491,1007491_21016_0_0.png,right
1007718,1007718_21015_0_0.png,left
1007718,1007718_21016_0_0.png,right
1007792,1007792_21015_0_0.png,left
1007792,1007792_21016_0_0.png,right
1008074,1008074_21015_0_0.png,left
1008074,1008074_21016_0_0.png,right
1008083,1008083_21015_0_0.png,left
1008083,1008083_21016_0_0.png,right
1008185,1008185_21015_0_0.png,left
1008185,1008185_21016_0_0.png,right
1008349,1008349_21015_0_0.png,left
1008349,1008349_21016_0_0.png,right
1008752,1008752_21015_0_0.png,left
1008752,1008752_21016_0_0.png,right
1008950,1008950_21015_0_0.png,left
1008950,1008950_21016_0_0.png,right
1008973,1008973_21015_0_0.png,left
1008973,1008973_21016_0_0.png,right
1009004,1009004_21015_1_0.png,left
1009004,1009004_21016_1_0.png,right
1009065,1009065_21015_1_0.png,left
1009065,1009065_21016_1_0.png,right
1009098,1009098_21015_0_0.png,left
1009098,1009098_21016_0_0.png,right
1009169,1009169_21015_0_0.png,left
1009169,1009169_21016_0_0.png,right
1009181,1009181_21015_0_0.png,left
1009181,1009181_21016_0_0.png,right
1009292,1009292_21015_0_0.png,left
1009292,1009292_21016_0_0.png,right
1009503,1009503_21015_0_0.png,left
1009503,1009503_21016_0_0.png,right
1009771,1009771_21015_0_0.png,left
1009771,1009771_21016_0_0.png,right
1009814,1009814_21015_0_0.png,left
1009814,1009814_21016_0_0.png,right
1009886,1009886_21015_0_0.png,left
1009886,1009886_21016_0_0.png,right
1009935,1009935_21015_0_0.png,left
1009935,1009935_21016_0_0.png,right
1010020,1010020_21015_0_0.png,left
1010020,1010020_21016_0_0.png,right
1010051,1010051_21015_0_0.png,left
1010051,1010051_21016_0_0.png,right
1010094,1010094_21015_0_0.png,left
1010094,1010094_21016_0_0.png,right
1010158,1010158_21015_1_0.png,left
1010158,1010158_21016_1_0.png,right
1010174,1010174_21015_0_0.png,left
1010174,1010174_21016_0_0.png,right
1010409,1010409_21015_0_0.png,left
1010409,1010409_21016_0_0.png,right
1010639,1010639_21015_0_0.png,left
1010639,1010639_21016_0_0.png,right
1010731,1010731_21015_1_0.png,left
1010731,1010731_21016_1_0.png,right
1010750,1010750_21015_1_0.png,left
1010750,1010750_21016_1_0.png,right
1010898,1010898_21015_0_0.png,left
1010898,1010898_21016_0_0.png,right
1011005,1011005_21015_1_0.png,left
1011005,1011005_21016_1_0.png,right
1011172,1011172_21015_0_0.png,left
1011172,1011172_21016_0_0.png,right
1011279,1011279_21015_0_0.png,left
1011279,1011279_21016_1_0.png,right
1011294,1011294_21015_0_0.png,left
1011294,1011294_21016_0_0.png,right
1011489,1011489_21015_0_0.png,left
1011489,1011489_21016_0_0.png,right
1011490,1011490_21015_0_0.png,left
1011490,1011490_21016_0_0.png,right
1011532,1011532_21015_0_0.png,left
1011532,1011532_21016_0_0.png,right
1011853,1011853_21015_0_0.png,left
1011853,1011853_21016_0_0.png,right
1011961,1011961_21015_0_0.png,left
1011961,1011961_21016_0_0.png,right
1012028,1012028_21015_0_0.png,left
1012028,1012028_21016_0_0.png,right
1012166,1012166_21015_0_0.png,left
1012166,1012166_21016_0_0.png,right
1012464,1012464_21015_0_0.png,left
1012464,1012464_21016_0_0.png,right
1012533,1012533_21015_0_0.png,left
1012533,1012533_21016_0_0.png,right
1012745,1012745_21015_0_0.png,left
1012745,1012745_21016_0_0.png,right
1013401,1013401_21015_0_0.png,left
1013401,1013401_21016_0_0.png,right
1013419,1013419_21015_0_0.png,left
1013419,1013419_21016_0_0.png,right
1013428,1013428_21015_0_0.png,left
1013428,1013428_21016_0_0.png,right
1013843,1013843_21015_0_0.png,left
1013843,1013843_21016_0_0.png,right
1013997,1013997_21015_0_0.png,left
1013997,1013997_21016_0_0.png,right
1014137,1014137_21015_0_0.png,left
1014137,1014137_21016_0_0.png,right
1014194,1014194_21015_0_0.png,left
1014194,1014194_21016_0_0.png,right
1014201,1014201_21015_1_0.png,left
1014201,1014201_21016_0_0.png,right
1014219,1014219_21015_0_0.png,left
1014219,1014219_21016_0_0.png,right
1014228,1014228_21015_0_0.png,left
1014228,1014228_21016_0_0.png,right
1014260,1014260_21015_0_0.png,left
1014260,1014260_21016_0_0.png,right
1014459,1014459_21015_0_0.png,left
1014459,1014459_21016_0_0.png,right
1014482,1014482_21015_0_0.png,left
1014482,1014482_21016_0_0.png,right
1014600,1014600_21015_1_0.png,left
1014600,1014600_21016_1_0.png,right
1014681,1014681_21015_0_0.png,left
1014681,1014681_21016_0_0.png,right
1014703,1014703_21015_0_0.png,left
1014703,1014703_21016_0_0.png,right
1014738,1014738_21015_0_0.png,left
1014738,1014738_21016_0_0.png,right
1014848,1014848_21015_0_0.png,left
1014848,1014848_21016_0_0.png,right
1014876,1014876_21015_0_0.png,left
1014876,1014876_21016_0_0.png,right
1015003,1015003_21015_0_0.png,left
1015003,1015003_21016_0_0.png,right
1015011,1015011_21015_0_0.png,left
1015011,1015011_21016_0_0.png,right
1015114,1015114_21015_0_0.png,left
1015114,1015114_21016_0_0.png,right
1015121,1015121_21015_0_0.png,left
1015121,1015121_21016_0_0.png,right
1015261,1015261_21015_0_0.png,left
1015261,1015261_21016_0_0.png,right
1015327,1015327_21015_1_0.png,left
1015327,1015327_21016_1_0.png,right
1015353,1015353_21015_0_0.png,left
1015353,1015353_21016_0_0.png,right
1015466,1015466_21015_0_0.png,left
1015466,1015466_21016_0_0.png,right
1015504,1015504_21015_0_0.png,left
1015504,1015504_21016_0_0.png,right
1015577,1015577_21015_0_0.png,left
1015577,1015577_21016_0_0.png,right
1015628,1015628_21015_0_0.png,left
1015628,1015628_21016_0_0.png,right
1015635,1015635_21015_1_0.png,left
1015635,1015635_21016_1_0.png,right
1015709,1015709_21015_1_0.png,left
1015709,1015709_21016_1_0.png,right
1015842,1015842_21015_0_0.png,left
1015842,1015842_21016_0_0.png,right
1015878,1015878_21015_0_0.png,left
1015878,1015878_21016_0_0.png,right
1015994,1015994_21015_0_0.png,left
1015994,1015994_21016_0_0.png,right
1016017,1016017_21015_0_0.png,left
1016017,1016017_21016_0_0.png,right
1016188,1016188_21015_1_0.png,left
1016188,1016188_21016_1_0.png,right
1016275,1016275_21015_0_0.png,left
1016275,1016275_21016_0_0.png,right
1016290,1016290_21015_0_0.png,left
1016290,1016290_21016_0_0.png,right
1016443,1016443_21015_0_0.png,left
1016443,1016443_21016_0_0.png,right
1016584,1016584_21015_0_0.png,left
1016584,1016584_21016_0_0.png,right
1016755,1016755_21015_0_0.png,left
1016755,1016755_21016_0_0.png,right
1016908,1016908_21015_0_0.png,left
1016908,1016908_21016_0_0.png,right
1017016,1017016_21015_0_0.png,left
1017016,1017016_21016_0_0.png,right
1017155,1017155_21015_1_0.png,left
1017155,1017155_21016_1_0.png,right
1017181,1017181_21015_0_0.png,left
1017181,1017181_21016_0_0.png,right
1017218,1017218_21015_0_0.png,left
1017218,1017218_21016_0_0.png,right
1017332,1017332_21015_1_0.png,left
1017332,1017332_21016_1_0.png,right
1017461,1017461_21015_0_0.png,left
1017461,1017461_21016_0_0.png,right
1017685,1017685_21015_0_0.png,left
1017685,1017685_21016_0_0.png,right
1017715,1017715_21015_1_0.png,left
1017715,1017715_21016_1_0.png,right
1017808,1017808_21015_0_0.png,left
1017808,1017808_21016_0_0.png,right
1018165,1018165_21015_0_0.png,left
1018165,1018165_21016_0_0.png,right
1018217,1018217_21015_0_0.png,left
1018217,1018217_21016_0_0.png,right
1018254,1018254_21015_1_0.png,left
1018254,1018254_21016_1_0.png,right
1018384,1018384_21015_1_0.png,left
1018384,1018384_21016_1_0.png,right
1018392,1018392_21015_0_0.png,left
1018392,1018392_21016_0_0.png,right
1018551,1018551_21015_0_0.png,left
1018551,1018551_21016_0_0.png,right
1018594,1018594_21015_0_0.png,left
1018594,1018594_21016_0_0.png,right
1018690,1018690_21015_1_0.png,left
1018690,1018690_21016_1_0.png,right
1018756,1018756_21015_0_0.png,left
1018756,1018756_21016_0_0.png,right
1019021,1019021_21015_1_0.png,left
1019021,1019021_21016_1_0.png,right
1019358,1019358_21015_0_0.png,left
1019358,1019358_21016_0_0.png,right
1019469,1019469_21015_0_0.png,left
1019469,1019469_21016_0_0.png,right
1019528,1019528_21015_0_0.png,left
1019528,1019528_21016_0_0.png,right
1019556,1019556_21015_0_0.png,left
1019556,1019556_21016_0_0.png,right
1019712,1019712_21015_1_0.png,left
1019712,1019712_21016_1_0.png,right
1019743,1019743_21015_0_0.png,left
1019743,1019743_21016_0_0.png,right
1019779,1019779_21015_0_0.png,left
1019779,1019779_21016_0_0.png,right
1019818,1019818_21015_0_0.png,left
1019818,1019818_21016_0_0.png,right
1019909,1019909_21015_0_0.png,left
1019909,1019909_21016_0_0.png,right
1019925,1019925_21015_0_0.png,left
1019925,1019925_21016_0_0.png,right
1019948,1019948_21015_0_0.png,left
1019948,1019948_21016_0_0.png,right
1020112,1020112_21015_0_0.png,left
1020112,1020112_21016_0_0.png,right
1020137,1020137_21015_0_0.png,left
1020137,1020137_21016_0_0.png,right
1020143,1020143_21015_0_0.png,left
1020143,1020143_21016_0_0.png,right
1020244,1020244_21015_0_0.png,left
1020244,1020244_21016_0_0.png,right
1020272,1020272_21015_0_0.png,left
1020272,1020272_21016_0_0.png,right
1020430,1020430_21015_1_0.png,left
1020430,1020430_21016_1_0.png,right
1020553,1020553_21015_0_0.png,left
1020553,1020553_21016_0_0.png,right
1020681,1020681_21015_0_0.png,left
1020681,1020681_21016_0_0.png,right
1020789,1020789_21015_0_0.png,left
1020789,1020789_21016_0_0.png,right
1020905,1020905_21015_0_0.png,left
1020905,1020905_21016_0_0.png,right
1020992,1020992_21015_0_0.png,left
1020992,1020992_21016_0_0.png,right
1021038,1021038_21015_0_0.png,left
1021038,1021038_21016_0_0.png,right
1021075,1021075_21015_0_0.png,left
1021075,1021075_21016_0_0.png,right
1021133,1021133_21015_1_0.png,left
1021133,1021133_21016_1_0.png,right
1021195,1021195_21015_0_0.png,left
1021195,1021195_21016_0_0.png,right
1021210,1021210_21015_0_0.png,left
1021210,1021210_21016_0_0.png,right
1021222,1021222_21015_1_0.png,left
1021222,1021222_21016_1_0.png,right
1021418,1021418_21015_0_0.png,left
1021418,1021418_21016_0_0.png,right
1021523,1021523_21015_0_0.png,left
1021523,1021523_21016_0_0.png,right
1021559,1021559_21015_0_0.png,left
1021559,1021559_21016_0_0.png,right
1021748,1021748_21015_0_0.png,left
1021748,1021748_21016_0_0.png,right
1021763,1021763_21015_0_0.png,left
1021763,1021763_21016_0_0.png,right
1021791,1021791_21015_0_0.png,left
1021791,1021791_21016_0_0.png,right
1021878,1021878_21015_0_0.png,left
1021878,1021878_21016_0_0.png,right
1021881,1021881_21015_0_0.png,left
1021881,1021881_21016_0_0.png,right
1021979,1021979_21015_0_0.png,left
1021979,1021979_21016_0_0.png,right
1022288,1022288_21015_0_0.png,left
1022288,1022288_21016_0_0.png,right
1022374,1022374_21015_0_0.png,left
1022374,1022374_21016_0_0.png,right
1022478,1022478_21015_0_0.png,left
1022478,1022478_21016_0_0.png,right
1022623,1022623_21015_0_0.png,left
1022623,1022623_21016_0_0.png,right
1022630,1022630_21015_0_0.png,left
1022630,1022630_21016_0_0.png,right
1022659,1022659_21015_0_0.png,left
1022659,1022659_21016_0_0.png,right
1022682,1022682_21015_0_0.png,left
1022682,1022682_21016_0_0.png,right
1023026,1023026_21015_0_0.png,left
1023026,1023026_21016_0_0.png,right
1023042,1023042_21015_0_0.png,left
1023042,1023042_21016_0_0.png,right
1023141,1023141_21015_0_0.png,left
1023141,1023141_21016_0_0.png,right
1023486,1023486_21015_0_0.png,left
1023486,1023486_21016_0_0.png,right
1023690,1023690_21015_0_0.png,left
1023690,1023690_21016_0_0.png,right
1023728,1023728_21015_0_0.png,left
1023728,1023728_21016_0_0.png,right
1023810,1023810_21015_1_0.png,left
1023810,1023810_21016_1_0.png,right
1023858,1023858_21015_1_0.png,left
1023858,1023858_21016_1_0.png,right
1024020,1024020_21015_0_0.png,left
1024020,1024020_21016_0_0.png,right
1024122,1024122_21015_0_0.png,left
1024122,1024122_21016_0_0.png,right
1024136,1024136_21015_0_0.png,left
1024136,1024136_21016_0_0.png,right
1024199,1024199_21015_0_0.png,left
1024199,1024199_21016_0_0.png,right
1024409,1024409_21015_0_0.png,left
1024409,1024409_21016_0_0.png,right
1024417,1024417_21015_0_0.png,left
1024417,1024417_21016_0_0.png,right
1024627,1024627_21015_1_0.png,left
1024627,1024627_21016_1_0.png,right
1024705,1024705_21015_0_0.png,left
1024705,1024705_21016_0_0.png,right
1024859,1024859_21015_0_0.png,left
1024859,1024859_21016_0_0.png,right
1025220,1025220_21015_0_0.png,left
1025220,1025220_21016_0_0.png,right
1025268,1025268_21015_1_0.png,left
1025268,1025268_21016_1_0.png,right
1025446,1025446_21015_0_0.png,left
1025446,1025446_21016_0_1.png,right
1025525,1025525_21015_0_0.png,left
1025525,1025525_21016_0_0.png,right
1025576,1025576_21015_1_0.png,left
1025576,1025576_21016_1_0.png,right
1025864,1025864_21015_0_0.png,left
1025864,1025864_21016_0_0.png,right
1025907,1025907_21015_1_0.png,left
1025907,1025907_21016_1_0.png,right
1026059,1026059_21015_0_0.png,left
1026059,1026059_21016_0_0.png,right
1026098,1026098_21015_0_0.png,left
1026098,1026098_21016_0_0.png,right
1026142,1026142_21015_0_0.png,left
1026142,1026142_21016_0_0.png,right
1026218,1026218_21015_0_0.png,left
1026218,1026218_21016_0_0.png,right
1026348,1026348_21015_1_0.png,left
1026348,1026348_21016_1_0.png,right
1026354,1026354_21015_0_0.png,left
1026354,1026354_21016_0_0.png,right
1026606,1026606_21015_0_0.png,left
1026606,1026606_21016_0_0.png,right
1026620,1026620_21015_0_0.png,left
1026620,1026620_21016_0_0.png,right
1026643,1026643_21015_1_0.png,left
1026643,1026643_21016_1_0.png,right
1026651,1026651_21015_0_0.png,left
1026651,1026651_21016_0_0.png,right
1026753,1026753_21015_0_0.png,left
1026753,1026753_21016_0_0.png,right
1026960,1026960_21015_0_0.png,left
1026960,1026960_21016_0_0.png,right
1026972,1026972_21015_0_0.png,left
1026972,1026972_21016_0_0.png,right
1027032,1027032_21015_0_0.png,left
1027032,1027032_21016_0_0.png,right
1027063,1027063_21015_0_0.png,left
1027063,1027063_21016_0_0.png,right
1027080,1027080_21015_0_0.png,left
1027080,1027080_21016_0_0.png,right
1027091,1027091_21015_0_0.png,left
1027091,1027091_21016_0_0.png,right
1027115,1027115_21015_0_0.png,left
1027115,1027115_21016_0_0.png,right
1027275,1027275_21015_1_0.png,left
1027275,1027275_21016_1_0.png,right
1027592,1027592_21015_0_0.png,left
1027592,1027592_21016_0_0.png,right
1027769,1027769_21015_0_0.png,left
1027769,1027769_21016_0_0.png,right
1027778,1027778_21015_1_0.png,left
1027778,1027778_21016_1_0.png,right
1027797,1027797_21015_0_0.png,left
1027797,1027797_21016_0_0.png,right
1027962,1027962_21015_1_0.png,left
1027962,1027962_21016_1_0.png,right
1028015,1028015_21015_0_0.png,left
1028015,1028015_21016_0_0.png,right
1028064,1028064_21015_0_0.png,left
1028064,1028064_21016_0_0.png,right
1028096,1028096_21015_0_0.png,left
1028096,1028096_21016_0_0.png,right
1028265,1028265_21015_0_0.png,left
1028265,1028265_21016_0_0.png,right
1028282,1028282_21015_0_0.png,left
1028282,1028282_21016_0_0.png,right
1028298,1028298_21015_0_0.png,left
1028298,1028298_21016_0_0.png,right
1028456,1028456_21015_0_0.png,left
1028456,1028456_21016_0_0.png,right
1028605,1028605_21015_1_0.png,left
1028605,1028605_21016_1_0.png,right
1028762,1028762_21015_0_0.png,left
1028762,1028762_21016_0_0.png,right
1028770,1028770_21015_0_0.png,left
1028770,1028770_21016_0_0.png,right
1028786,1028786_21015_0_0.png,left
1028786,1028786_21016_0_0.png,right
1028806,1028806_21015_0_0.png,left
1028806,1028806_21016_0_0.png,right
1028913,1028913_21015_0_0.png,left
1028913,1028913_21016_0_0.png,right
1029028,1029028_21015_0_0.png,left
1029028,1029028_21016_0_0.png,right
1029105,1029105_21015_0_0.png,left
1029105,1029105_21016_0_0.png,right
1029147,1029147_21015_0_0.png,left
1029147,1029147_21016_0_0.png,right
1029166,1029166_21015_1_0.png,left
1029166,1029166_21016_1_0.png,right
1029200,1029200_21015_0_0.png,left
1029200,1029200_21016_0_0.png,right
1029213,1029213_21015_0_0.png,left
1029213,1029213_21016_0_0.png,right
1029312,1029312_21015_0_0.png,left
1029312,1029312_21016_0_0.png,right
1029351,1029351_21015_0_0.png,left
1029351,1029351_21016_0_0.png,right
1029368,1029368_21015_0_0.png,left
1029368,1029368_21016_0_0.png,right
1029385,1029385_21015_1_0.png,left
1029385,1029385_21016_1_0.png,right
1029488,1029488_21015_0_0.png,left
1029488,1029488_21016_0_0.png,right
1029736,1029736_21015_0_0.png,left
1029736,1029736_21016_0_0.png,right
1030116,1030116_21015_0_0.png,left
1030116,1030116_21016_0_0.png,right
1030331,1030331_21015_0_0.png,left
1030331,1030331_21016_0_0.png,right
1030449,1030449_21015_0_0.png,left
1030449,1030449_21016_0_0.png,right
1030486,1030486_21015_0_0.png,left
1030486,1030486_21016_0_0.png,right
1030594,1030594_21015_0_0.png,left
1030594,1030594_21016_0_0.png,right
1030701,1030701_21015_1_0.png,left
1030701,1030701_21016_1_0.png,right
1030858,1030858_21015_0_0.png,left
1030858,1030858_21016_0_0.png,right
1030899,1030899_21015_0_0.png,left
1030899,1030899_21016_0_0.png,right
1031060,1031060_21015_1_0.png,left
1031060,1031060_21016_1_0.png,right
1031200,1031200_21015_1_0.png,left
1031200,1031200_21016_1_0.png,right
1031453,1031453_21015_0_0.png,left
1031453,1031453_21016_0_0.png,right
1031533,1031533_21015_0_0.png,left
1031533,1031533_21016_0_0.png,right
1031632,1031632_21015_0_0.png,left
1031632,1031632_21016_0_0.png,right
1031736,1031736_21015_0_0.png,left
1031736,1031736_21016_0_0.png,right
1031761,1031761_21015_0_0.png,left
1031761,1031761_21016_0_0.png,right
1031982,1031982_21015_1_0.png,left
1031982,1031982_21016_1_0.png,right
1032073,1032073_21015_0_0.png,left
1032073,1032073_21016_0_0.png,right
1032172,1032172_21015_0_0.png,left
1032172,1032172_21016_0_0.png,right
1032554,1032554_21015_0_0.png,left
1032554,1032554_21016_0_0.png,right
1032580,1032580_21015_1_0.png,left
1032580,1032580_21016_1_0.png,right
1032657,1032657_21015_0_0.png,left
1032657,1032657_21016_0_0.png,right
1032704,1032704_21015_1_0.png,left
1032704,1032704_21016_1_0.png,right
1032723,1032723_21015_0_0.png,left
1032723,1032723_21016_0_0.png,right
1032853,1032853_21015_0_0.png,left
1032853,1032853_21016_0_0.png,right
1032945,1032945_21015_1_0.png,left
1032945,1032945_21016_1_0.png,right
1032961,1032961_21015_0_0.png,left
1032961,1032961_21016_0_0.png,right
1032999,1032999_21015_0_0.png,left
1032999,1032999_21016_0_0.png,right
1033315,1033315_21015_0_0.png,left
1033315,1033315_21016_0_0.png,right
1033396,1033396_21015_1_0.png,left
1033396,1033396_21016_1_0.png,right
1033516,1033516_21015_0_0.png,left
1033516,1033516_21016_0_0.png,right
1033577,1033577_21015_0_0.png,left
1033577,1033577_21016_0_0.png,right
1033660,1033660_21015_1_0.png,left
1033660,1033660_21016_1_0.png,right
1033717,1033717_21015_0_0.png,left
1033717,1033717_21016_0_0.png,right
1033763,1033763_21015_0_0.png,left
1033763,1033763_21016_0_0.png,right
1033780,1033780_21015_0_0.png,left
1033780,1033780_21016_0_0.png,right
1033834,1033834_21015_0_0.png,left
1033834,1033834_21016_0_0.png,right
1033920,1033920_21015_0_0.png,left
1033920,1033920_21016_0_0.png,right
1034142,1034142_21015_0_0.png,left
1034142,1034142_21016_0_0.png,right
1034155,1034155_21015_0_0.png,left
1034155,1034155_21016_0_0.png,right
1034273,1034273_21015_0_0.png,left
1034273,1034273_21016_0_0.png,right
1034292,1034292_21015_1_0.png,left
1034292,1034292_21016_1_0.png,right
1034483,1034483_21015_0_0.png,left
1034483,1034483_21016_0_0.png,right
1034606,1034606_21015_1_0.png,left
1034606,1034606_21016_1_0.png,right
1035015,1035015_21015_0_0.png,left
1035015,1035015_21016_0_0.png,right
1035230,1035230_21015_1_0.png,left
1035230,1035230_21016_1_0.png,right
1035259,1035259_21015_0_0.png,left
1035259,1035259_21016_0_0.png,right
1035324,1035324_21015_0_0.png,left
1035324,1035324_21016_0_0.png,right
1035367,1035367_21015_1_0.png,left
1035367,1035367_21016_1_0.png,right
1035487,1035487_21015_0_0.png,left
1035487,1035487_21016_0_0.png,right
1035545,1035545_21015_0_0.png,left
1035545,1035545_21016_0_0.png,right
1035673,1035673_21015_0_0.png,left
1035673,1035673_21016_0_0.png,right
1035812,1035812_21015_0_0.png,left
1035812,1035812_21016_0_0.png,right
1035926,1035926_21015_0_0.png,left
1035926,1035926_21016_0_0.png,right
1035942,1035942_21015_1_0.png,left
1035942,1035942_21016_1_0.png,right
1036167,1036167_21015_0_0.png,left
1036167,1036167_21016_0_0.png,right
1036175,1036175_21015_0_0.png,left
1036175,1036175_21016_0_0.png,right
1036202,1036202_21015_0_0.png,left
1036202,1036202_21016_0_0.png,right
1036361,1036361_21015_1_0.png,left
1036361,1036361_21016_1_0.png,right
1036544,1036544_21015_0_0.png,left
1036544,1036544_21016_0_0.png,right
1036641,1036641_21015_0_0.png,left
1036641,1036641_21016_0_0.png,right
1036743,1036743_21015_0_0.png,left
1036743,1036743_21016_0_0.png,right
1036884,1036884_21015_0_0.png,left
1036884,1036884_21016_0_0.png,right
1036932,1036932_21015_0_0.png,left
1036932,1036932_21016_0_0.png,right
1036963,1036963_21015_0_0.png,left
1036963,1036963_21016_0_0.png,right
1037137,1037137_21015_1_0.png,left
1037137,1037137_21016_1_0.png,right
1037244,1037244_21015_0_0.png,left
1037244,1037244_21016_0_0.png,right
1037272,1037272_21015_1_0.png,left
1037272,1037272_21016_1_0.png,right
1037308,1037308_21015_0_0.png,left
1037308,1037308_21016_0_0.png,right
1037321,1037321_21015_1_0.png,left
1037321,1037321_21016_1_0.png,right
1037832,1037832_21015_0_0.png,left
1037832,1037832_21016_0_0.png,right
